IDENTIFIER,CONCEPT_CODE,SHORT_URI,DEFINITION,DESCRIPTORS,PARENTS,value,PUBLIC_ID
"getNextPvId()","","CL_1000320","","","UBERON_0000059","large intestine goblet cell","cell_type"
"getNextPvId()","","CL_1000321","","","UBERON_0000059","large intestine crypt goblet cell","cell_type"
"getNextPvId()","","CL_1000322","","","UBERON_0001264","pancreatic goblet cell","cell_type"
"getNextPvId()","","CL_1000323","","","UBERON_0000945","pylroric gastric gland goblet cell","cell_type"
"getNextPvId()","","CL_1000324","","","UBERON_0002108","duodenal goblet cell","cell_type"
"getNextPvId()","","CL_1000325","","","UBERON_0002108","jejunal goblet cell","cell_type"
"getNextPvId()","","CL_1000326","","","UBERON_0002108","ileal goblet cell","cell_type"
"getNextPvId()","","CL_1000327","","","UBERON_0000059 UBERON_0001155","appendix goblet cell","cell_type"
"getNextPvId()","","CL_1000329","","","UBERON_0000065","tracheal goblet cell","cell_type"
"getNextPvId()","","CL_1000330","","","UBERON_0000065","serous cell of epithelium of trachea","cell_type"
"getNextPvId()","","CL_1000331","","","UBERON_0000065","serous cell of epithelium of bronchus","cell_type"
"getNextPvId()","","CL_1000332","","","UBERON_0002048 UBERON_0000065","serous cell of epithelium of terminal bronchiole","cell_type"
"getNextPvId()","","CL_1000333","","","UBERON_0002048 UBERON_0000065","serous cell of epithelium of lobular bronchiole","cell_type"
"getNextPvId()","","CL_1000334","","","UBERON_0002108","enterocyte of epithelium of small intestine","cell_type"
"getNextPvId()","","CL_1000335","","","UBERON_0002108","enterocyte of epithelium of intestinal villus","cell_type"
"getNextPvId()","","CL_1000337","","","UBERON_0000065 UBERON_0002108","enterocyte of epithelium of duodenal gland","cell_type"
"getNextPvId()","","CL_1000338","","","UBERON_0002108","enterocyte of epithelium of crypt of Lieberkuhn of small intestine","cell_type"
"getNextPvId()","","CL_1000339","","","UBERON_0002108","enterocyte of epithelium proper of small intestine","cell_type"
"getNextPvId()","","CL_1000340","","","UBERON_0002108","enterocyte of epithelium proper of duodenum","cell_type"
"getNextPvId()","","CL_1000341","","","UBERON_0002108","enterocyte of epithelium proper of jejunum","cell_type"
"getNextPvId()","","CL_1000342","","","UBERON_0002108","enterocyte of epithelium proper of ileum","cell_type"
"getNextPvId()","","CL_1000343","","","UBERON_0002108","paneth cell of epithelium of small intestine","cell_type"
"getNextPvId()","","CL_1000344","","","UBERON_0002108","paneth cell of epithelium proper of small intestine","cell_type"
"getNextPvId()","","CL_1000345","","","UBERON_0002108","paneth cell of epithelium of crypt of Lieberkuhn of small intestine","cell_type"
"getNextPvId()","","CL_1000346","","","UBERON_0000059","vacuolar absorptive cell of epithelium proper of large intestine","cell_type"
"getNextPvId()","","CL_1000347","","","UBERON_0000059 UBERON_0001155","vacuolar absorptive cell of epithelium of colon","cell_type"
"getNextPvId()","","CL_1000348","","","UBERON_0000065","basal cell of epithelium of trachea","cell_type"
"getNextPvId()","","CL_1000349","","","UBERON_0000065","basal cell of epithelium of bronchus","cell_type"
"getNextPvId()","","CL_1000350","","","UBERON_0002048 UBERON_0000065","basal cell of epithelium of terminal bronchiole","cell_type"
"getNextPvId()","","CL_1000351","","","UBERON_0002048 UBERON_0000065","basal cell of epithelium of respiratory bronchiole","cell_type"
"getNextPvId()","","CL_1000352","","","UBERON_0002048 UBERON_0000065","basal cell of epithelium of lobular bronchiole","cell_type"
"getNextPvId()","","CL_1000353","","","UBERON_0002108","microfold cell of epithelium of small intestine","cell_type"
"getNextPvId()","","CL_1000354","","","UBERON_0002108","microfold cell of epithelium of intestinal villus","cell_type"
"getNextPvId()","","CL_1000355","","","UBERON_0002108","microfold cell of epithelium proper of small intestine","cell_type"
"getNextPvId()","","CL_1000356","","","UBERON_0002108","microfold cell of epithelium proper of duodenum","cell_type"
"getNextPvId()","","CL_1000357","","","UBERON_0002108","microfold cell of epithelium proper of jejunum","cell_type"
"getNextPvId()","","CL_1000358","","","UBERON_0002108","microfold cell of epithelium proper of ileum","cell_type"
"getNextPvId()","","CL_1000359","","","UBERON_0000059 UBERON_0001155","microfold cell of epithelium proper of appendix","cell_type"
"getNextPvId()","","CL_1000360","","","UBERON_0000059","microfold cell of epithelium proper of large intestine","cell_type"
"getNextPvId()","","CL_1000361","","","UBERON_0000948","transitional myocyte of interatrial septum","cell_type"
"getNextPvId()","","CL_1000362","","","UBERON_0000948","transitional myocyte of interventricular septum","cell_type"
"getNextPvId()","","CL_1000363","","","UBERON_0000948","transitional myocyte of atrial branch of anterior internodal tract","cell_type"
"getNextPvId()","","CL_1000364","","","UBERON_0000948","transitional myocyte of anterior internodal tract","cell_type"
"getNextPvId()","","CL_1000365","","","UBERON_0000948","transitional myocyte of atrial septal branch of anterior internodal tract","cell_type"
"getNextPvId()","","CL_1000366","","","UBERON_0000948","transitional myocyte of middle internodal tract","cell_type"
"getNextPvId()","","CL_1000367","","","UBERON_0000948","transitional myocyte of posterior internodal tract","cell_type"
"getNextPvId()","","CL_1000368","","","UBERON_0000948","transitional myocyte of anterior division of left branch of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000369","","","UBERON_0000948","transitional myocyte of septal division of left branch of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000370","","","UBERON_0000948","transitional myocyte of left branch of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000371","","","UBERON_0000948","transitional myocyte of right branch of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000372","","","UBERON_0000948","transitional myocyte of atrial part of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000373","","","UBERON_0000948","transitional myocyte of ventricular part of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000374","","","UBERON_0000948","transitional myocyte of posterior division of left branch of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000375","","","UBERON_0000948","myocardial endocrine cell of septal division of left branch of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000376","","","UBERON_0000948","Purkinje myocyte of interventricular septum","cell_type"
"getNextPvId()","","CL_1000377","","","UBERON_0000065","dense-core granulated cell of epithelium of trachea","cell_type"
"getNextPvId()","","CL_1000378","","","","type 1 vestibular sensory cell of stato-acoustic epithelium","cell_type"
"getNextPvId()","","CL_1000379","","","UBERON_0001690","type 1 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth","cell_type"
"getNextPvId()","","CL_1000380","","","UBERON_0001690","type 1 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth","cell_type"
"getNextPvId()","","CL_1000381","","","UBERON_0001690","type 1 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth","cell_type"
"getNextPvId()","","CL_1000382","","","","type 2 vestibular sensory cell of stato-acoustic epithelium","cell_type"
"getNextPvId()","","CL_1000383","","","UBERON_0001690","type 2 vestibular sensory cell of epithelium of macula of utricle of membranous labyrinth","cell_type"
"getNextPvId()","","CL_1000384","","","UBERON_0001690","type 2 vestibular sensory cell of epithelium of macula of saccule of membranous labyrinth","cell_type"
"getNextPvId()","","CL_1000385","","","UBERON_0001690","type 2 vestibular sensory cell of epithelium of crista of ampulla of semicircular duct of membranous labyrinth","cell_type"
"getNextPvId()","","CL_1000391","","","UBERON_0000970","melanocyte of eyelid","cell_type"
"getNextPvId()","","CL_1000394","","","","myoepithelial cell of intralobular lactiferous duct","cell_type"
"getNextPvId()","","CL_1000397","","","UBERON_0005057","endothelial cell of venous sinus of red pulp of spleen","cell_type"
"getNextPvId()","","CL_1000398","","","UBERON_0002107","endothelial cell of hepatic sinusoid","cell_type"
"getNextPvId()","","CL_1000405","","","UBERON_0000059 UBERON_0001155","epithelial cell of appendix","cell_type"
"getNextPvId()","","CL_1000409","","","UBERON_0000948","myocyte of sinoatrial node","cell_type"
"getNextPvId()","","CL_1000410","","","UBERON_0000948","myocyte of atrioventricular node","cell_type"
"getNextPvId()","","CL_1000411","","","UBERON_0002108","endothelial cell of Peyer's patch","cell_type"
"getNextPvId()","","CL_1000412","","","","endothelial cell of arteriole","cell_type"
"getNextPvId()","","CL_1000414","","","","endothelial cell of venule","cell_type"
"getNextPvId()","","CL_1000415","","","UBERON_0002110","epithelial cell of gall bladder","cell_type"
"getNextPvId()","","CL_1000416","","","","myoepithelial cell of lactiferous gland","cell_type"
"getNextPvId()","","CL_1000417","","","UBERON_0002097","myoepithelial cell of sweat gland","cell_type"
"getNextPvId()","","CL_1000418","","","","myoepithelial cell of lactiferous alveolus","cell_type"
"getNextPvId()","","CL_1000419","","","","myoepithelial cell of lactiferous duct","cell_type"
"getNextPvId()","","CL_1000420","","","","myoepithelial cell of terminal lactiferous duct","cell_type"
"getNextPvId()","","CL_1000424","","","","chromaffin cell of paraaortic body","cell_type"
"getNextPvId()","","CL_1000425","","","","chromaffin cell of paraganglion","cell_type"
"getNextPvId()","","CL_1000426","","","UBERON_0002369","chromaffin cell of adrenal gland","cell_type"
"getNextPvId()","","CL_1000427","","","UBERON_0002369","adrenal cortex chromaffin cell","cell_type"
"getNextPvId()","","CL_1000428","","","UBERON_0002097","stem cell of epidermis","cell_type"
"getNextPvId()","","CL_1000432","","","UBERON_0000970","conjunctival epithelial cell","cell_type"
"getNextPvId()","","CL_1000433","","","UBERON_0000970","epithelial cell of lacrimal canaliculus","cell_type"
"getNextPvId()","","CL_1000434","","","UBERON_0001690","epithelial cell of external acoustic meatus","cell_type"
"getNextPvId()","","CL_1000435","","","UBERON_0000970","epithelial cell of lacrimal duct","cell_type"
"getNextPvId()","","CL_1000436","","","UBERON_0000970","epithelial cell of lacrimal sac","cell_type"
"getNextPvId()","","CL_1000437","","","UBERON_0000970","epithelial cell of nasolacrimal duct","cell_type"
"getNextPvId()","","CL_1000438","","","UBERON_0000059","epithelial cell of wall of inferior part of anal canal","cell_type"
"getNextPvId()","","CL_1000441","","","","epithelial cell of viscerocranial mucosa","cell_type"
"getNextPvId()","","CL_1000442","","","UBERON_0001255","urothelial cell of trigone of urinary bladder","cell_type"
"getNextPvId()","","CL_1000443","","","UBERON_0000970","ciliary muscle cell","cell_type"
"getNextPvId()","","CL_1000444","","","UBERON_0000970","mesothelial cell of anterior chamber of eye","cell_type"
"getNextPvId()","","CL_1000445","","","UBERON_0000970","myoepithelial cell of dilator pupillae","cell_type"
"getNextPvId()","","CL_1000447","","","UBERON_0001043","epithelial cell of stratum germinativum of esophagus","cell_type"
"getNextPvId()","","CL_1000448","","","UBERON_0002097","epithelial cell of sweat gland","cell_type"
"getNextPvId()","","CL_1000449","","","UBERON_0002113","epithelial cell of nephron","cell_type"
"getNextPvId()","","CL_1000450","","","UBERON_0002113","epithelial cell of glomerular capsule","cell_type"
"getNextPvId()","","CL_1000451","","","UBERON_0002113","epithelial cell of visceral layer of glomerular capsule","cell_type"
"getNextPvId()","","CL_1000452","","","UBERON_0002113","parietal epithelial cell","cell_type"
"getNextPvId()","","CL_0000000","","","","cell","cell_type"
"getNextPvId()","","CL_1000453","","","UBERON_0002113","epithelial cell of intermediate tubule","cell_type"
"getNextPvId()","","CL_1000454","","","UBERON_0002113","kidney collecting duct epithelial cell","cell_type"
"getNextPvId()","","CL_1001225","","","UBERON_0002113","kidney collecting duct cell","cell_type"
"getNextPvId()","","CL_1000456","","","","mesothelial cell of parietal peritoneum","cell_type"
"getNextPvId()","","CL_1000457","","","","mesothelial cell of visceral peritoneum","cell_type"
"getNextPvId()","","CL_1000465","","","UBERON_0000991","chromaffin cell of ovary","cell_type"
"getNextPvId()","","CL_1000466","","","UBERON_0000991","chromaffin cell of right ovary","cell_type"
"getNextPvId()","","CL_1000467","","","UBERON_0000991","chromaffin cell of left ovary","cell_type"
"getNextPvId()","","CL_1000468","","","","myoepithelial cell of acinus of lactiferous gland","cell_type"
"getNextPvId()","","CL_1000469","","","","myoepithelial cell of main lactiferous duct","cell_type"
"getNextPvId()","","CL_1000470","","","","myoepithelial cell of primary lactiferous duct","cell_type"
"getNextPvId()","","CL_1000471","","","","myoepithelial cell of secondary lactiferous duct","cell_type"
"getNextPvId()","","CL_1000472","","","","myoepithelial cell of tertiary lactiferous duct","cell_type"
"getNextPvId()","","CL_1000473","","","","myoepithelial cell of quarternary lactiferous duct","cell_type"
"getNextPvId()","","CL_1000477","","","UBERON_0000948","cardiac pacemaker cell of sinoatrial node","cell_type"
"getNextPvId()","","CL_1000478","","","UBERON_0000948","transitional myocyte of sinoatrial node","cell_type"
"getNextPvId()","","CL_1000479","","","UBERON_0000948","Purkinje myocyte of atrioventricular node","cell_type"
"getNextPvId()","","CL_1000480","","","UBERON_0000948","transitional myocyte of internodal tract","cell_type"
"getNextPvId()","","CL_1000481","","","UBERON_0000948","transitional myocyte of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000482","","","UBERON_0000948","myocardial endocrine cell of interventricular septum","cell_type"
"getNextPvId()","","CL_0000197","","","","receptor cell","cell_type"
"getNextPvId()","","CL_1000483","","","UBERON_0000948","Purkinje myocyte of internodal tract","cell_type"
"getNextPvId()","","CL_1000484","","","UBERON_0000948","Purkinje myocyte of atrioventricular bundle","cell_type"
"getNextPvId()","","CL_1000486","","","","basal cell of urothelium","cell_type"
"getNextPvId()","","CL_1000487","","","","smooth muscle cell of prostate","cell_type"
"getNextPvId()","","CL_0000007","","","","early embryonic cell","cell_type"
"getNextPvId()","","CL_1000488","","","","cholangiocyte","cell_type"
"getNextPvId()","","CL_1000489","","","UBERON_0005057","reticular cell of splenic cord","cell_type"
"getNextPvId()","","CL_1000490","","","","mesothelial cell of peritoneum","cell_type"
"getNextPvId()","","CL_1000491","","","UBERON_0000065","mesothelial cell of pleura","cell_type"
"getNextPvId()","","CL_1000492","","","UBERON_0000065","mesothelial cell of parietal pleura","cell_type"
"getNextPvId()","","CL_1000493","","","UBERON_0002048 UBERON_0000065","mesothelial cell of visceral pleura","cell_type"
"getNextPvId()","","CL_1000495","","","UBERON_0002108","small intestine goblet cell","cell_type"
"getNextPvId()","","CL_1000500","","","UBERON_0002113","kidney interstitial cell","cell_type"
"getNextPvId()","","CL_1000504","","","UBERON_0002113","kidney medulla cell","cell_type"
"getNextPvId()","","CL_1000505","","","UBERON_0002113","kidney pelvis cell","cell_type"
"getNextPvId()","","CL_1000600","","","","lower urinary tract cell","cell_type"
"getNextPvId()","","CL_1000601","","","","ureteral cell","cell_type"
"getNextPvId()","","CL_1000612","","","UBERON_0002113","kidney corpuscule cell","cell_type"
"getNextPvId()","","CL_1000507","","","UBERON_0002113","kidney tubule cell","cell_type"
"getNextPvId()","","CL_1000615","","","UBERON_0002113","kidney cortex tubule cell","cell_type"
"getNextPvId()","","CL_1000616","","","UBERON_0002113","kidney outer medulla cell","cell_type"
"getNextPvId()","","CL_1000681","","","UBERON_0002113","kidney cortex interstitial cell","cell_type"
"getNextPvId()","","CL_1000682","","","UBERON_0002113","kidney medulla interstitial cell","cell_type"
"getNextPvId()","","CL_1000702","","","UBERON_0002113","kidney pelvis smooth muscle cell","cell_type"
"getNextPvId()","","CL_1000703","","","UBERON_0002113","kidney pelvis urothelial cell","cell_type"
"getNextPvId()","","CL_0000020","","","","spermatogonium","cell_type"
"getNextPvId()","","CL_1000706","","","","ureter urothelial cell","cell_type"
"getNextPvId()","","CL_1000708","","","","ureter adventitial cell","cell_type"
"getNextPvId()","","CL_1000715","","","UBERON_0002113","kidney cortex collecting duct intercalated cell","cell_type"
"getNextPvId()","","CL_1000549","","","UBERON_0002113","kidney cortex collecting duct epithelial cell","cell_type"
"getNextPvId()","","CL_1000717","","","UBERON_0002113","kidney outer medulla collecting duct intercalated cell","cell_type"
"getNextPvId()","","CL_1000548","","","UBERON_0002113","kidney outer medulla collecting duct epithelial cell","cell_type"
"getNextPvId()","","CL_1000746","","","UBERON_0002113","glomerular cell","cell_type"
"getNextPvId()","","CL_1000804","","","UBERON_0002113","kidney outer medulla interstitial cell","cell_type"
"getNextPvId()","","CL_1000838","","","UBERON_0002113","kidney proximal convoluted tubule epithelial cell","cell_type"
"getNextPvId()","","CL_1000839","","","UBERON_0002113","kidney proximal straight tubule epithelial cell","cell_type"
"getNextPvId()","","CL_1000849","","","UBERON_0002113","kidney distal convoluted tubule epithelial cell","cell_type"
"getNextPvId()","","CL_1000850","","","UBERON_0002113","macula densa epithelial cell","cell_type"
"getNextPvId()","","CL_1000854","","","UBERON_0002113","kidney blood vessel cell","cell_type"
"getNextPvId()","","CL_1000891","","","UBERON_0002113","kidney arterial blood vessel cell","cell_type"
"getNextPvId()","","CL_1000893","","","UBERON_0002113","kidney venous blood vessel cell","cell_type"
"getNextPvId()","","CL_1000909","","","UBERON_0002113","kidney loop of Henle epithelial cell","cell_type"
"getNextPvId()","","CL_1000979","","","","ureter smooth muscle cell","cell_type"
"getNextPvId()","","CL_1000892","","","UBERON_0002113","kidney capillary endothelial cell","cell_type"
"getNextPvId()","","CL_1001005","","","UBERON_0002113","glomerular capillary endothelial cell","cell_type"
"getNextPvId()","","CL_1001021","","","UBERON_0002113","kidney loop of Henle descending limb epithelial cell","cell_type"
"getNextPvId()","","CL_1001045","","","UBERON_0002113","kidney cortex artery cell","cell_type"
"getNextPvId()","","CL_1001052","","","UBERON_0002113","kidney cortex vein cell","cell_type"
"getNextPvId()","","CL_1001111","","","UBERON_0002113","kidney loop of Henle thin descending limb epithelial cell","cell_type"
"getNextPvId()","","CL_1001135","","","UBERON_0002113","arcuate artery cell","cell_type"
"getNextPvId()","","CL_1001213","","","UBERON_0002113","arcuate artery endothelial cell","cell_type"
"getNextPvId()","","CL_1001318","","","UBERON_0002113","renal interstitial pericyte","cell_type"
"getNextPvId()","","CL_1001428","","","UBERON_0001255","bladder urothelial cell","cell_type"
"getNextPvId()","","CL_1001319","","","UBERON_0001255","bladder cell","cell_type"
"getNextPvId()","","CL_1001430","","","UBERON_0000057","urethra urothelial cell","cell_type"
"getNextPvId()","","CL_1001432","","","UBERON_0002113","kidney collecting duct intercalated cell","cell_type"
"getNextPvId()","","CL_0000018","","","","spermatid","cell_type"
"getNextPvId()","","CL_1001433","","","UBERON_0001264","epithelial cell of exocrine pancreas","cell_type"
"getNextPvId()","","CL_0000019","","","","sperm","cell_type"
"getNextPvId()","","CL_2000000","","","UBERON_0002097","epidermal melanocyte","cell_type"
"getNextPvId()","","CL_2000001","","","","peripheral blood mononuclear cell","cell_type"
"getNextPvId()","","CL_2000004","","","UBERON_0000955","pituitary gland cell","cell_type"
"getNextPvId()","","CL_0000036","","","","epithelial fate stem cell","cell_type"
"getNextPvId()","","CL_0000146","","","","simple columnar epithelial cell","cell_type"
"getNextPvId()","","CL_0000068","","","","duct epithelial cell","cell_type"
"getNextPvId()","","CL_0000079","","","","stratified epithelial cell","cell_type"
"getNextPvId()","","CL_0000082","","","UBERON_0002048 UBERON_0000065","epithelial cell of lung","cell_type"
"getNextPvId()","","CL_0000095","","","","neuron associated cell","cell_type"
"getNextPvId()","","CL_0000149","","","","visual pigment cell","cell_type"
"getNextPvId()","","CL_0000327","","","","extracellular matrix secreting cell","cell_type"
"getNextPvId()","","CL_0000447","","","","carbohydrate secreting cell","cell_type"
"getNextPvId()","","CL_0000154","","","","protein secreting cell","cell_type"
"getNextPvId()","","CL_0000159","","","","seromucus secreting cell","cell_type"
"getNextPvId()","","CL_0000319","","","","mucus secreting cell","cell_type"
"getNextPvId()","","CL_0000167","","","","peptide hormone secreting cell","cell_type"
"getNextPvId()","","CL_0000172","","","","somatostatin secreting cell","cell_type"
"getNextPvId()","","CL_0000174","","","","steroid hormone secreting cell","cell_type"
"getNextPvId()","","CL_0000179","","","","progesterone secreting cell","cell_type"
"getNextPvId()","","CL_0000177","","","","testosterone secreting cell","cell_type"
"getNextPvId()","","CL_0000417","","","","endopolyploid cell","cell_type"
"getNextPvId()","","CL_0000217","","","","insulating cell","cell_type"
"getNextPvId()","","CL_0000328","","","","myelin accumulating cell","cell_type"
"getNextPvId()","","CL_0000329","","","","oxygen accumulating cell","cell_type"
"getNextPvId()","","CL_0000240","","","","stratified squamous epithelial cell","cell_type"
"getNextPvId()","","CL_0000311","","","","keratin accumulating cell","cell_type"
"getNextPvId()","","CL_0000239","","","","brush border epithelial cell","cell_type"
"getNextPvId()","","CL_0000255","","","","eukaryotic cell","cell_type"
"getNextPvId()","","CL_0000287","","","UBERON_0000970","eye photoreceptor cell","cell_type"
"getNextPvId()","","CL_0000306","","","","crystallin accumulating cell","cell_type"
"getNextPvId()","","CL_0000314","","","","milk secreting cell","cell_type"
"getNextPvId()","","CL_0000323","","","","lysozyme secreting cell","cell_type"
"getNextPvId()","","CL_0000457","","","","biogenic amine secreting cell","cell_type"
"getNextPvId()","","CL_0000381","","","","neurosecretory neuron","cell_type"
"getNextPvId()","","CL_0000390","","","","blood cell (sensu Nematoda and Protostomia)","cell_type"
"getNextPvId()","","CL_0000386","","","","attachment cell","cell_type"
"getNextPvId()","","CL_0000392","","","","crystal cell","cell_type"
"getNextPvId()","","CL_0000456","","","","mineralocorticoid secreting cell","cell_type"
"getNextPvId()","","CL_0000460","","","","glucocorticoid secreting cell","cell_type"
"getNextPvId()","","CL_0010021","","","","cardiac myoblast","cell_type"
"getNextPvId()","","CL_0000529","","","","pigmented epithelial cell","cell_type"
"getNextPvId()","","CL_0000531","","","","primary sensory neuron","cell_type"
"getNextPvId()","","CL_0000533","","","","primary motor neuron","cell_type"
"getNextPvId()","","CL_0000536","","","","secondary motor neuron","cell_type"
"getNextPvId()","","CL_0001012","","","","CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor","cell_type"
"getNextPvId()","","CL_0000666","","","","fenestrated cell","cell_type"
"getNextPvId()","","CL_0000712","","","UBERON_0002097","stratum granulosum cell","cell_type"
"getNextPvId()","","CL_0000995","","","","CD34-positive, CD38-positive common myeloid progenitor OR CD34-positive, CD38-positive common lymphoid progenitor","cell_type"
"getNextPvId()","","CL_0001019","","","","CD115-positive monocyte OR common dendritic progenitor","cell_type"
"getNextPvId()","","CL_0001030","","","","CD117-positive common myeloid progenitor OR CD217-positive common lymphoid progenitor","cell_type"
"getNextPvId()","","CL_0002604","","","UBERON_0000955 UBERON_0000955 UBERON_0000955","astrocyte of the hippocampus","cell_type"
"getNextPvId()","","CL_1001320","","","UBERON_0000057","urethra cell","cell_type"
"getNextPvId()","","CL_1000510","","","UBERON_0002113","kidney glomerular epithelial cell","cell_type"
"getNextPvId()","","CL_1000546","","","UBERON_0002113","kidney medulla collecting duct epithelial cell","cell_type"
"getNextPvId()","","CL_1000606","","","UBERON_0002113","kidney nerve cell","cell_type"
"getNextPvId()","","CL_1001064","","","UBERON_0002113","kidney artery smooth muscle cell","cell_type"
"getNextPvId()","","CL_1001214","","","UBERON_0002113","arcuate artery smooth muscle cell","cell_type"
"getNextPvId()","","CL_0000361","","","UBERON_0000922","gastrula cell","cell_type"
"getNextPvId()","","CL_0000360","","","UBERON_0000922","morula cell","cell_type"
